attribute_category,attribute_data_type,attribute_field_description,attribute_filterable,attribute_name,attribute_repeated,attribute_selectable,attribute_selectable_with,attribute_sortable,attribute_type_url
ATTRIBUTE,STRING,<td>Output only. The locale of the qualifying question.</td>,True,qualifying_question.locale,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>Output only. The call asset recommendation.</td>,False,recommendation.call_asset_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.CallAssetRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. The callout asset recommendation.</td>,False,recommendation.callout_asset_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.CalloutAssetRecommendation
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The campaign targeted by this recommendation. This field will be set for the following recommendation types: CALL_EXTENSION, CALLOUT_EXTENSION, ENHANCED_CPC_OPT_IN, USE_BROAD_MATCH_KEYWORD, KEYWORD, KEYWORD_MATCH_TYPE, UPGRADE_LOCAL_CAMPAIGN_TO_PERFORMANCE_MAX, MAXIMIZE_CLICKS_OPT_IN, MAXIMIZE_CONVERSIONS_OPT_IN, OPTIMIZE_AD_ROTATION, RESPONSIVE_SEARCH_AD, RESPONSIVE_SEARCH_AD_ASSET, SEARCH_PARTNERS_OPT_IN, DISPLAY_EXPANSION_OPT_IN, SITELINK_EXTENSION, TARGET_CPA_OPT_IN, TARGET_ROAS_OPT_IN, TEXT_AD, UPGRADE_SMART_SHOPPING_CAMPAIGN_TO_PERFORMANCE_MAX, RAISE_TARGET_CPA_BID_TOO_LOW, FORECASTING_SET_TARGET_ROAS, SHOPPING_ADD_AGE_GROUP, SHOPPING_ADD_COLOR, SHOPPING_ADD_GENDER, SHOPPING_ADD_SIZE, SHOPPING_ADD_GTIN, SHOPPING_ADD_MORE_IDENTIFIERS, SHOPPING_ADD_PRODUCTS_TO_CAMPAIGN, SHOPPING_FIX_DISAPPROVED_PRODUCTS, SHOPPING_MIGRATE_REGULAR_SHOPPING_CAMPAIGN_OFFERS_TO_PERFORMANCE_MAX, DYNAMIC_IMAGE_EXTENSION_OPT_IN, RAISE_TARGET_CPA, LOWER_TARGET_ROAS, FORECASTING_SET_TARGET_CPA, SET_TARGET_CPA, SET_TARGET_ROAS</td>",True,recommendation.campaign,False,True,,False,N/A
ATTRIBUTE,STRING,"<td>Destination name, for example, Downtown Mountain View.</td>",True,asset.dynamic_hotels_and_rentals_asset.destination_name,False,True,,True,N/A
ATTRIBUTE,"SUBDIVISION,UNIT,UNKNOWN,UNSPECIFIED",<td>Type of the listing group.</td>,True,ad_group_criterion.listing_group.type,False,True,,True,google.ads.googleads.v15.enums.ListingGroupTypeEnum.ListingGroupType
ATTRIBUTE,RESOURCE_NAME,<td>The geo target constant resource name.</td>,True,ad_group_criterion.location.geo_target_constant,False,True,,False,N/A
ATTRIBUTE,INT64,<td>Output only. The id of the qualifying question.</td>,True,qualifying_question.qualifying_question_id,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Output only. The resource name of the qualifying question. 'qualifyingQuestions/{qualifyingQuestionId}'</td>,True,qualifying_question.resource_name,False,True,,False,N/A
ATTRIBUTE,STRING,<td>Output only. The qualifying question.</td>,True,qualifying_question.text,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The budget targeted by this recommendation. This will be set only when the recommendation affects a single campaign budget. This field will be set for the following recommendation types: CAMPAIGN_BUDGET, FORECASTING_CAMPAIGN_BUDGET, MARGINAL_ROI_CAMPAIGN_BUDGET, MOVE_UNUSED_BUDGET</td>",True,recommendation.campaign_budget,False,True,,False,N/A
ATTRIBUTE,MESSAGE,<td>Output only. The campaign budget recommendation.</td>,False,recommendation.campaign_budget_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.CampaignBudgetRecommendation
ATTRIBUTE,STRING,"<td>Formatted price which can be any characters. If set, this attribute will be used instead of 'price', for example, Starting at $100.00.</td>",True,asset.dynamic_hotels_and_rentals_asset.formatted_price,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>The mobile app category constant resource name.</td>,True,ad_group_criterion.mobile_app_category.mobile_app_category_constant,False,True,,False,N/A
ATTRIBUTE,STRING,"<td>A string that uniquely identifies a mobile application to Google Ads API. The format of this string is ""{platform}-{platform_native_id}"", where platform is ""1"" for iOS apps and ""2"" for Android apps, and where platform_native_id is the mobile application identifier native to the corresponding platform. For iOS, this native identifier is the 9 digit string that appears at the end of an App Store URL (for example, ""476943146"" for ""Flood-It! 2"" whose App Store link is ""http://itunes.apple.com/us/app/flood-it!-2/id476943146""). For Android, this native identifier is the application's package name (for example, ""com.labpixies.colordrips"" for ""Color Drips"" given Google Play link ""https://play.google.com/store/apps/details?id=com.labpixies.colordrips""). A well formed app id for Google Ads API would thus be ""1-476943146"" for iOS and ""2-com.labpixies.colordrips"" for Android. This field is required and must be set in CREATE operations.</td>",True,ad_group_criterion.mobile_application.app_id,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The campaigns targeted by this recommendation. This field will be set for the following recommendation types: CAMPAIGN_BUDGET, FORECASTING_CAMPAIGN_BUDGET, MARGINAL_ROI_CAMPAIGN_BUDGET and MOVE_UNUSED_BUDGET</td>",True,recommendation.campaigns,True,True,,False,N/A
ATTRIBUTE,BOOLEAN,<td>Output only. Whether the recommendation is dismissed or not.</td>,True,recommendation.dismissed,False,True,,False,N/A
ATTRIBUTE,DATE,"<td>Output only. Time in seconds when the subscription was first created. The datetime is in the customer's time zone and in ""yyyy-MM-dd HH:mm:ss"" format.</td>",True,recommendation_subscription.create_date_time,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>Formatted sale price which can be any characters. If set, this attribute will be used instead of 'sale price', for example, On sale for $80.00.</td>",True,asset.dynamic_hotels_and_rentals_asset.formatted_sale_price,False,True,,True,N/A
ATTRIBUTE,STRING,<td>Name of this mobile application.</td>,True,ad_group_criterion.mobile_application.name,False,True,,True,N/A
ATTRIBUTE,BOOLEAN,"<td>Immutable. Whether to target (<code translate=""no"" dir=""ltr"">false</code>) or exclude (<code translate=""no"" dir=""ltr"">true</code>) the criterion. This field is immutable. To switch a criterion from positive to negative, remove then re-add it.</td>",True,ad_group_criterion.negative,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>Output only. The Display Expansion opt-in recommendation.</td>,False,recommendation.display_expansion_opt_in_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.DisplayExpansionOptInRecommendation
ATTRIBUTE,MESSAGE,"<td>Output only. Recommendation to enable dynamic image extensions on the account, allowing Google to find the best images from ad landing pages and complement text ads.</td>",False,recommendation.dynamic_image_extension_opt_in_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.DynamicImageExtensionOptInRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. The Enhanced Cost-Per-Click Opt-In recommendation.</td>,False,recommendation.enhanced_cpc_opt_in_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.EnhancedCpcOptInRecommendation
ATTRIBUTE,DATE,"<td>Output only. Contains the time in microseconds, when the Recommendation Subscription was last updated. The datetime is in the customer's time zone and in ""yyyy-MM-dd HH:mm:ss.ssssss"" format.</td>",True,recommendation_subscription.modify_date_time,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. The resource name of the recommendation subscription. <code translate=""no"" dir=""ltr"">customers/{customer_id}/recommendationSubscriptions/{recommendation_type}</code></td>",True,recommendation_subscription.resource_name,False,True,,False,N/A
ATTRIBUTE,"ENABLED,PAUSED,UNKNOWN,UNSPECIFIED","<td>Required. Status of the subscription, either enabled or paused.</td>",True,recommendation_subscription.status,False,True,,True,google.ads.googleads.v15.enums.RecommendationSubscriptionStatusEnum.RecommendationSubscriptionStatus
ATTRIBUTE,STRING,"<td>Image URL, for example, <a href=""http://www.example.com/image.png"">http://www.example.com/image.png</a>. The image will not be uploaded as image asset.</td>",True,asset.dynamic_hotels_and_rentals_asset.image_url,False,True,,True,N/A
ATTRIBUTE,"NOT_A_PARENT,PARENT,UNDETERMINED,UNKNOWN,UNSPECIFIED",<td>Type of the parental status.</td>,True,ad_group_criterion.parental_status.type,False,True,,True,google.ads.googleads.v15.enums.ParentalStatusTypeEnum.ParentalStatusType
ATTRIBUTE,INT64,"<td>The CPC bid amount, expressed as a fraction of the advertised price for some good or service. The valid range for the fraction is [0,1) and the value stored here is 1,000,000 * [fraction].</td>",True,ad_group_criterion.percent_cpc_bid_micros,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>Output only. The forecasting campaign budget recommendation.</td>,False,recommendation.forecasting_campaign_budget_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.CampaignBudgetRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. The forecasting set target CPA recommendation.</td>,False,recommendation.forecasting_set_target_cpa_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.ForecastingSetTargetCpaRecommendation
ATTRIBUTE,"CALLOUT_ASSET,CALL_ASSET,CAMPAIGN_BUDGET,DISPLAY_EXPANSION_OPT_IN,DYNAMIC_IMAGE_EXTENSION_OPT_IN,ENHANCED_CPC_OPT_IN,FORECASTING_CAMPAIGN_BUDGET,FORECASTING_SET_TARGET_CPA,FORECASTING_SET_TARGET_ROAS,IMPROVE_PERFORMANCE_MAX_AD_STRENGTH,KEYWORD,KEYWORD_MATCH_TYPE,LOWER_TARGET_ROAS,MARGINAL_ROI_CAMPAIGN_BUDGET,MAXIMIZE_CLICKS_OPT_IN,MAXIMIZE_CONVERSIONS_OPT_IN,MIGRATE_DYNAMIC_SEARCH_ADS_CAMPAIGN_TO_PERFORMANCE_MAX,MOVE_UNUSED_BUDGET,OPTIMIZE_AD_ROTATION,PERFORMANCE_MAX_OPT_IN,RAISE_TARGET_CPA,RAISE_TARGET_CPA_BID_TOO_LOW,RESPONSIVE_SEARCH_AD,RESPONSIVE_SEARCH_AD_ASSET,RESPONSIVE_SEARCH_AD_IMPROVE_AD_STRENGTH,SEARCH_PARTNERS_OPT_IN,SET_TARGET_CPA,SET_TARGET_ROAS,SHOPPING_ADD_AGE_GROUP,SHOPPING_ADD_COLOR,SHOPPING_ADD_GENDER,SHOPPING_ADD_GTIN,SHOPPING_ADD_MORE_IDENTIFIERS,SHOPPING_ADD_PRODUCTS_TO_CAMPAIGN,SHOPPING_ADD_SIZE,SHOPPING_FIX_DISAPPROVED_PRODUCTS,SHOPPING_FIX_MERCHANT_CENTER_ACCOUNT_SUSPENSION_WARNING,SHOPPING_FIX_SUSPENDED_MERCHANT_CENTER_ACCOUNT,SHOPPING_MIGRATE_REGULAR_SHOPPING_CAMPAIGN_OFFERS_TO_PERFORMANCE_MAX,SHOPPING_TARGET_ALL_OFFERS,SITELINK_ASSET,TARGET_CPA_OPT_IN,TARGET_ROAS_OPT_IN,TEXT_AD,UNKNOWN,UNSPECIFIED,UPGRADE_LOCAL_CAMPAIGN_TO_PERFORMANCE_MAX,UPGRADE_SMART_SHOPPING_CAMPAIGN_TO_PERFORMANCE_MAX,USE_BROAD_MATCH_KEYWORD",<td>Required. Immutable. The type of recommendation subscribed to.</td>,True,recommendation_subscription.type,False,True,,True,google.ads.googleads.v15.enums.RecommendationTypeEnum.RecommendationType
ATTRIBUTE,INT64,<td>Output only. The hotel center id of the hotel account. This field is read only</td>,True,product_link_invitation.hotel_center.hotel_center_id,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>iOS deep link, for example, exampleApp://content/page.</td>",True,asset.dynamic_hotels_and_rentals_asset.ios_app_link,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>URL of the placement. For example, ""http://www.domain.com"".</td>",True,ad_group_criterion.placement.url,False,True,,True,N/A
ATTRIBUTE,INT64,<td>Output only. Estimate of how many clicks per week you might get by changing your keyword bid to the value in first_position_cpc_micros.</td>,True,ad_group_criterion.position_estimates.estimated_add_clicks_at_first_position_cpc,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>Output only. The forecasting set target ROAS recommendation.</td>,False,recommendation.forecasting_set_target_roas_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.ForecastingSetTargetRoasRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. The impact on account performance as a result of applying the recommendation.</td>,False,recommendation.impact,False,True,,False,google.ads.googleads.v15.resources.Recommendation.RecommendationImpact
ATTRIBUTE,INT64,<td>Output only. The Merchant Center id of the Merchant account. This field is read only</td>,True,product_link_invitation.merchant_center.merchant_center_id,False,True,,True,N/A
ATTRIBUTE,INT64,<td>Output only. The ID of the product link invitation. This field is read only.</td>,True,product_link_invitation.product_link_invitation_id,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. The resource name of a product link invitation. Product link invitation resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/productLinkInvitations/{product_link_invitation_id}</code></td>",True,product_link_invitation.resource_name,False,True,,False,N/A
ATTRIBUTE,INT64,"<td>iOS app store ID. This is used to check if the user has the app installed on their device before deep linking. If this field is set, then the ios_app_link field must also be present.</td>",True,asset.dynamic_hotels_and_rentals_asset.ios_app_store_id,False,True,,True,N/A
ATTRIBUTE,INT64,<td>Output only. Estimate of how your cost per week might change when changing your keyword bid to the value in first_position_cpc_micros.</td>,True,ad_group_criterion.position_estimates.estimated_add_cost_at_first_position_cpc,False,True,,True,N/A
ATTRIBUTE,INT64,<td>Output only. The estimate of the CPC bid required for ad to be shown on first page of search results.</td>,True,ad_group_criterion.position_estimates.first_page_cpc_micros,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>Output only. The improve Performance Max ad strength recommendation.</td>,False,recommendation.improve_performance_max_ad_strength_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.ImprovePerformanceMaxAdStrengthRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. The keyword match type recommendation.</td>,False,recommendation.keyword_match_type_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.KeywordMatchTypeRecommendation
ATTRIBUTE,"ACCEPTED,EXPIRED,PENDING_APPROVAL,REJECTED,REQUESTED,REVOKED,UNKNOWN,UNSPECIFIED",<td>Output only. The status of the product link invitation. This field is read only.</td>,True,product_link_invitation.status,False,True,,True,google.ads.googleads.v15.enums.ProductLinkInvitationStatusEnum.ProductLinkInvitationStatus
ATTRIBUTE,"DATA_PARTNER,GOOGLE_ADS,HOTEL_CENTER,MERCHANT_CENTER,UNKNOWN,UNSPECIFIED",<td>Output only. The type of the invited account. This field is read only and can be used for filtering invitations with {@code GoogleAdsService.SearchGoogleAdsRequest}.</td>,True,product_link_invitation.type,False,True,,True,google.ads.googleads.v15.enums.LinkedProductTypeEnum.LinkedProductType
ATTRIBUTE,STRING,"<td>Price which can be number followed by the alphabetic currency code, ISO 4217 standard. Use '.' as the decimal mark, for example, 100.00 USD.</td>",True,asset.dynamic_hotels_and_rentals_asset.price,False,True,,True,N/A
ATTRIBUTE,INT64,"<td>Output only. The estimate of the CPC bid required for ad to be displayed in first position, at the top of the first page of search results.</td>",True,ad_group_criterion.position_estimates.first_position_cpc_micros,False,True,,True,N/A
ATTRIBUTE,INT64,<td>Output only. The estimate of the CPC bid required for ad to be displayed at the top of the first page of search results.</td>,True,ad_group_criterion.position_estimates.top_of_page_cpc_micros,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>Output only. The keyword recommendation.</td>,False,recommendation.keyword_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.KeywordRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. Recommendation to lower Target ROAS.</td>,False,recommendation.lower_target_roas_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.LowerTargetRoasRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. The marginal ROI campaign budget recommendation.</td>,False,recommendation.marginal_roi_campaign_budget_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.CampaignBudgetRecommendation
ATTRIBUTE,INT64,<td>Immutable. The customer ID of the Data partner account. This field is required and should not be empty when creating a new data partner link. It is unable to be modified after the creation of the link.</td>,True,product_link.data_partner.data_partner_id,False,True,,True,N/A
ATTRIBUTE,INT64,"<td>Output only. The ID of the product category. This ID is equivalent to the google_product_category ID as described in this article: <a href=""https://support.google.com/merchants/answer/6324436"">https://support.google.com/merchants/answer/6324436</a>.</td>",True,product_category_constant.category_id,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>Required. Property ID which can be any sequence of letters and digits, and must be unique and match the values of remarketing tag. Required.</td>",True,asset.dynamic_hotels_and_rentals_asset.property_id,False,True,,True,N/A
ATTRIBUTE,"ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,UNKNOWN,UNSPECIFIED",<td>Output only. The performance of the ad compared to other advertisers.</td>,True,ad_group_criterion.quality_info.creative_quality_score,False,True,,True,google.ads.googleads.v15.enums.QualityScoreBucketEnum.QualityScoreBucket
ATTRIBUTE,"ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,UNKNOWN,UNSPECIFIED",<td>Output only. The quality score of the landing page.</td>,True,ad_group_criterion.quality_info.post_click_quality_score,False,True,,True,google.ads.googleads.v15.enums.QualityScoreBucketEnum.QualityScoreBucket
ATTRIBUTE,MESSAGE,<td>Output only. The MaximizeClicks Opt-In recommendation.</td>,False,recommendation.maximize_clicks_opt_in_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.MaximizeClicksOptInRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. The MaximizeConversions Opt-In recommendation.</td>,False,recommendation.maximize_conversions_opt_in_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.MaximizeConversionsOptInRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. The Dynamic Search Ads to Performance Max migration recommendation.</td>,False,recommendation.migrate_dynamic_search_ads_campaign_to_performance_max_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.MigrateDynamicSearchAdsCampaignToPerformanceMaxRecommendation
ATTRIBUTE,RESOURCE_NAME,<td>Immutable. The resource name of the Google Ads account. This field is required and should not be empty when creating a new Google Ads link. It is unable to be modified after the creation of the link.</td>,True,product_link.google_ads.customer,False,True,,True,N/A
ATTRIBUTE,INT64,<td>Immutable. The customer ID of the Google Merchant Center account. This field is required and should not be empty when creating a new Merchant Center link. It is unable to be modified after the creation of the link.</td>,True,product_link.merchant_center.merchant_center_id,False,True,,True,N/A
ATTRIBUTE,INT64,<td>Output only. The ID of the link. This field is read only.</td>,True,product_link.product_link_id,False,True,,True,N/A
ATTRIBUTE,"LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,UNKNOWN,UNSPECIFIED",<td>Output only. Level of the product category.</td>,True,product_category_constant.level,False,True,,True,google.ads.googleads.v15.enums.ProductCategoryLevelEnum.ProductCategoryLevel
ATTRIBUTE,MESSAGE,<td>Output only. List of all available localizations of the product category.</td>,False,product_category_constant.localizations,True,True,,False,google.ads.googleads.v15.resources.ProductCategoryConstant.ProductCategoryLocalization
ATTRIBUTE,RESOURCE_NAME,<td>Output only. Resource name of the parent product category.</td>,True,product_category_constant.product_category_constant_parent,False,True,,False,N/A
ATTRIBUTE,STRING,"<td>Required. Property name, for example, Mountain View Hotel. Required.</td>",True,asset.dynamic_hotels_and_rentals_asset.property_name,False,True,,True,N/A
ATTRIBUTE,INT32,<td>Output only. The quality score. This field may not be populated if Google does not have enough information to determine a value.</td>,True,ad_group_criterion.quality_info.quality_score,False,True,,True,N/A
ATTRIBUTE,"ABOVE_AVERAGE,AVERAGE,BELOW_AVERAGE,UNKNOWN,UNSPECIFIED",<td>Output only. The click-through rate compared to that of other advertisers.</td>,True,ad_group_criterion.quality_info.search_predicted_ctr,False,True,,True,google.ads.googleads.v15.enums.QualityScoreBucketEnum.QualityScoreBucket
ATTRIBUTE,MESSAGE,<td>Output only. The move unused budget recommendation.</td>,False,recommendation.move_unused_budget_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.MoveUnusedBudgetRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. The Optimize Ad Rotation recommendation.</td>,False,recommendation.optimize_ad_rotation_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.OptimizeAdRotationRecommendation
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. Resource name of the product link. ProductLink resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/productLinks/{product_link_id} </code></td>",True,product_link.resource_name,False,True,,False,N/A
ATTRIBUTE,"DATA_PARTNER,GOOGLE_ADS,HOTEL_CENTER,MERCHANT_CENTER,UNKNOWN,UNSPECIFIED",<td>Output only. The type of the linked product.</td>,True,product_link.type,False,True,,True,google.ads.googleads.v15.enums.LinkedProductTypeEnum.LinkedProductType
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the product category. Product category resource names have the form: <code translate=""no"" dir=""ltr"">productCategoryConstants/{level}~{category_id}</code></td>",True,product_category_constant.resource_name,False,True,,False,N/A
ATTRIBUTE,"ENABLED,OBSOLETE,UNKNOWN,UNSPECIFIED",<td>Output only. State of the product category.</td>,True,product_category_constant.state,False,True,,True,google.ads.googleads.v15.enums.ProductCategoryStateEnum.ProductCategoryState
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. The resource name of the third party app analytics link. Third party app analytics link resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/thirdPartyAppAnalyticsLinks/{account_link_id}</code></td>",True,third_party_app_analytics_link.resource_name,False,True,,False,N/A
ATTRIBUTE,STRING,"<td>ISO 4217 standard. Use '.' as the decimal mark, for example, 80.00 USD. Must be less than the 'price' field.</td>",True,asset.dynamic_hotels_and_rentals_asset.sale_price,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. The resource name of the ad group criterion. Ad group criterion resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/adGroupCriteria/{ad_group_id}~{criterion_id}</code></td>",True,ad_group_criterion.resource_name,False,True,,False,N/A
ATTRIBUTE,"ENABLED,PAUSED,REMOVED,UNKNOWN,UNSPECIFIED","<td>The status of the criterion. This is the status of the ad group criterion entity, set by the client. Note: UI reports may incorporate additional information that affects whether a criterion is eligible to run. In some cases a criterion that's REMOVED in the API can still show as enabled in the UI. For example, campaigns by default show to users of all age ranges unless excluded. The UI will show each age range as ""enabled"", since they're eligible to see the ads; but AdGroupCriterion.status will show ""removed"", since no positive criterion was added.</td>",True,ad_group_criterion.status,False,True,,True,google.ads.googleads.v15.enums.AdGroupCriterionStatusEnum.AdGroupCriterionStatus
ATTRIBUTE,MESSAGE,<td>Output only. The Performance Max Opt In recommendation.</td>,False,recommendation.performance_max_opt_in_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.PerformanceMaxOptInRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. The raise target CPA bid too low recommendation.</td>,False,recommendation.raise_target_cpa_bid_too_low_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.RaiseTargetCpaBidTooLowRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. Recommendation to raise Target CPA.</td>,False,recommendation.raise_target_cpa_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.RaiseTargetCpaRecommendation
ATTRIBUTE,STRING,<td>Output only. The shareable link ID that should be provided to the third party when setting up app analytics. This is able to be regenerated using regenerate method in the ThirdPartyAppAnalyticsLinkService.</td>,True,third_party_app_analytics_link.shareable_link_id,False,True,,True,N/A
ATTRIBUTE,STRING,<td>Similar property IDs.</td>,True,asset.dynamic_hotels_and_rentals_asset.similar_property_ids,True,True,,False,N/A
ATTRIBUTE,"ELIGIBLE,RARELY_SERVED,UNKNOWN,UNSPECIFIED",<td>Output only. Serving status of the criterion.</td>,True,ad_group_criterion.system_serving_status,False,True,,True,google.ads.googleads.v15.enums.CriterionSystemServingStatusEnum.CriterionSystemServingStatus
ATTRIBUTE,STRING,"<td>The category to target or exclude. Each subsequent element in the array describes a more specific sub-category. For example, ""Pets &amp; Animals"", ""Pets"", ""Dogs"" represents the ""Pets &amp; Animals/Pets/Dogs"" category.</td>",True,ad_group_criterion.topic.path,True,True,,False,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. The resource name of the recommendation. <code translate=""no"" dir=""ltr"">customers/{customer_id}/recommendations/{recommendation_id}</code></td>",True,recommendation.resource_name,False,True,,False,N/A
ATTRIBUTE,MESSAGE,<td>Output only. The responsive search ad asset recommendation.</td>,False,recommendation.responsive_search_ad_asset_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.ResponsiveSearchAdAssetRecommendation
ATTRIBUTE,INT64,<td>Output only. The ID of the operating system version.</td>,True,operating_system_version_constant.id,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>The resource name of remarketing list to update data. Required for job of CUSTOMER_MATCH_USER_LIST type.</td>,True,offline_user_data_job.customer_match_user_list_metadata.user_list,False,True,,False,N/A
ATTRIBUTE,INT64,"<td>Star rating. Must be a number between 1 to 5, inclusive.</td>",True,asset.dynamic_hotels_and_rentals_asset.star_rating,False,True,,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>The Topic Constant resource name.</td>,True,ad_group_criterion.topic.topic_constant,False,True,,False,N/A
ATTRIBUTE,STRING,<td>The URL template for constructing a tracking URL.</td>,True,ad_group_criterion.tracking_url_template,False,True,,True,N/A
ATTRIBUTE,MESSAGE,<td>Output only. The responsive search ad improve ad strength recommendation.</td>,False,recommendation.responsive_search_ad_improve_ad_strength_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.ResponsiveSearchAdImproveAdStrengthRecommendation
ATTRIBUTE,MESSAGE,<td>Output only. The add responsive search ad recommendation.</td>,False,recommendation.responsive_search_ad_recommendation,False,True,,False,google.ads.googleads.v15.resources.Recommendation.ResponsiveSearchAdRecommendation
ATTRIBUTE,STRING,<td>Output only. Name of the operating system.</td>,True,operating_system_version_constant.name,False,True,,True,N/A
ATTRIBUTE,"EQUALS_TO,GREATER_THAN_EQUALS_TO,UNKNOWN,UNSPECIFIED",<td>Output only. Determines whether this constant represents a single version or a range of versions.</td>,True,operating_system_version_constant.operator_type,False,True,,True,google.ads.googleads.v15.enums.OperatingSystemVersionOperatorTypeEnum.OperatingSystemVersionOperatorType
ATTRIBUTE,INT32,<td>Output only. The OS Major Version number.</td>,True,operating_system_version_constant.os_major_version,False,True,,True,N/A
ATTRIBUTE,INT64,<td>Immutable. User specified job ID.</td>,True,offline_user_data_job.external_id,False,True,,True,N/A
ATTRIBUTE,"HIGH_AVERAGE_TRANSACTION_VALUE,INSUFFICIENT_MATCHED_TRANSACTIONS,INSUFFICIENT_TRANSACTIONS,LOW_AVERAGE_TRANSACTION_VALUE,NEWLY_OBSERVED_CURRENCY_CODE,UNKNOWN,UNSPECIFIED","<td>Output only. Reason for the processing failure, if status is FAILED.</td>",True,offline_user_data_job.failure_reason,False,True,,True,google.ads.googleads.v15.enums.OfflineUserDataJobFailureReasonEnum.OfflineUserDataJobFailureReason
ATTRIBUTE,INT64,<td>Output only. ID of this offline user data job.</td>,True,offline_user_data_job.id,False,True,,True,N/A
ATTRIBUTE,STRING,"<td>Address which can be specified in one of the following formats. (1) City, state, code, country, for example, Mountain View, CA, USA. (2) Full address, for example, 123 Boulevard St, Mountain View, CA 94043. (3) Latitude-longitude in the DDD format, for example, 41.40338, 2.17403.</td>",True,asset.dynamic_jobs_asset.address,False,True,,True,N/A
