field_filterable,field_repeated,field_selectable,field_sortable,field_selectable_with,field_field_description,field_category,field_data_type,field_name,field_type_url
True,False,True,True,None,The status of the ad group.,ATTRIBUTE,"ENABLED,PAUSED,REMOVED,UNKNOWN,UNSPECIFIED",ad_group.status,google.ads.googleads.v15.enums.AdGroupStatusEnum.AdGroupStatus
True,False,True,True,None,Minimum bid limit that can be set by the bid strategy. The limit applies to all keywords managed by the strategy. This should only be set for portfolio bid strategies.,ATTRIBUTE,INT64,bidding_strategy.target_roas.cpc_bid_floor_micros,N/A
True,False,True,True,None,Output only. The chosen revenue (based on conversion data) per unit of spend.,ATTRIBUTE,DOUBLE,bidding_strategy.target_roas.target_roas,N/A
True,False,True,True,None,"Immutable. The primary serving target for ads within the campaign. The targeting options can be refined in network_settings. This field is required and should not be empty when creating new campaigns. Can be set only when creating campaigns. After the campaign is created, the field can not be changed.",ATTRIBUTE,"DISCOVERY,DISPLAY,HOTEL,LOCAL,LOCAL_SERVICES,MULTI_CHANNEL,PERFORMANCE_MAX,SEARCH,SHOPPING,SMART,TRAVEL,UNKNOWN,UNSPECIFIED,VIDEO",campaign.advertising_channel_type,google.ads.googleads.v15.enums.AdvertisingChannelTypeEnum.AdvertisingChannelType
True,False,True,True,None,"The target CPA (cost-per-acquisition). If the ad group's campaign bidding strategy is TargetCpa or MaximizeConversions (with its target_cpa field set), then this field overrides the target CPA specified in the campaign's bidding strategy. Otherwise, this value is ignored.",ATTRIBUTE,INT64,ad_group.target_cpa_micros,N/A
True,False,True,True,None,Output only. Maximum bid limit that can be set by the bid strategy. The limit applies to all keywords managed by the strategy.,ATTRIBUTE,INT64,bidding_strategy.target_spend.cpc_bid_ceiling_micros,N/A
True,False,True,True,None,"Output only. The spend target under which to maximize clicks. A TargetSpend bidder will attempt to spend the smaller of this value or the natural throttling spend amount. If not specified, the budget is used as the spend target. This field is deprecated and should no longer be used. See https://ads-developers.googleblog.com/2020/05/reminder-about-sunset-creation-of.html for details.",ATTRIBUTE,INT64,bidding_strategy.target_spend.target_spend_micros,N/A
True,False,True,True,None,Immutable. A string that uniquely identifies a mobile application.,ATTRIBUTE,STRING,campaign.app_campaign_setting.app_id,N/A
True,False,True,False,None,Output only. The asset group associated with the listing group filter.,ATTRIBUTE,RESOURCE_NAME,asset_group_product_group_view.asset_group,N/A
True,False,True,True,None,Average amount in micros that the advertiser is willing to pay for every thousand times the ad is shown.,ATTRIBUTE,INT64,ad_group.target_cpm_micros,N/A
True,False,True,True,None,Output only. The type of the bidding strategy. Create a bidding strategy by setting the bidding scheme. This field is read-only.,ATTRIBUTE,"COMMISSION,ENHANCED_CPC,INVALID,MANUAL_CPA,MANUAL_CPC,MANUAL_CPM,MANUAL_CPV,MAXIMIZE_CONVERSIONS,MAXIMIZE_CONVERSION_VALUE,PAGE_ONE_PROMOTED,PERCENT_CPC,TARGET_CPA,TARGET_CPM,TARGET_IMPRESSION_SHARE,TARGET_OUTRANK_SHARE,TARGET_ROAS,TARGET_SPEND,UNKNOWN,UNSPECIFIED",bidding_strategy.type,google.ads.googleads.v15.enums.BiddingStrategyTypeEnum.BiddingStrategyType
True,False,True,True,None,Immutable. The application store that distributes this specific app.,ATTRIBUTE,"APPLE_APP_STORE,GOOGLE_APP_STORE,UNKNOWN,UNSPECIFIED",campaign.app_campaign_setting.app_store,google.ads.googleads.v15.enums.AppCampaignAppStoreEnum.AppCampaignAppStore
True,False,True,False,None,Output only. The resource name of the asset group listing group filter.,ATTRIBUTE,RESOURCE_NAME,asset_group_product_group_view.asset_group_listing_group_filter,N/A
True,False,True,False,None,Output only. The resource name of the asset group product group view. Asset group product group view resource names have the form: customers/{customer_id}/assetGroupProductGroupViews/{asset_group_id}~{listing_group_filter_id},ATTRIBUTE,RESOURCE_NAME,asset_group_product_group_view.resource_name,N/A
True,False,True,True,None,"The target ROAS (return-on-ad-spend) override. If the ad group's campaign bidding strategy is TargetRoas or MaximizeConversionValue (with its target_roas field set), then this field overrides the target ROAS specified in the campaign's bidding strategy. Otherwise, this value is ignored.",ATTRIBUTE,DOUBLE,ad_group.target_roas,N/A
True,False,True,True,None,Represents the goal which the bidding strategy of this app campaign should optimize towards.,ATTRIBUTE,"OPTIMIZE_INSTALLS_TARGET_INSTALL_COST,OPTIMIZE_INSTALLS_WITHOUT_TARGET_INSTALL_COST,OPTIMIZE_IN_APP_CONVERSIONS_TARGET_CONVERSION_COST,OPTIMIZE_IN_APP_CONVERSIONS_TARGET_INSTALL_COST,OPTIMIZE_PRE_REGISTRATION_CONVERSION_VOLUME,OPTIMIZE_RETURN_ON_ADVERTISING_SPEND,UNKNOWN,UNSPECIFIED",campaign.app_campaign_setting.bidding_strategy_goal_type,google.ads.googleads.v15.enums.AppCampaignBiddingStrategyGoalTypeEnum.AppCampaignBiddingStrategyGoalType
True,False,True,False,None,Output only. The resource name of the ad group audience view. Ad group audience view resource names have the form: customers/{customer_id}/adGroupAudienceViews/{ad_group_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,ad_group_audience_view.resource_name,N/A
True,False,True,False,None,Output only. The resource name of the age range view. Age range view resource names have the form: customers/{customer_id}/ageRangeViews/{ad_group_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,age_range_view.resource_name,N/A
False,True,True,False,None,The per-targeting-dimension setting to restrict the reach of your campaign or ad group.,ATTRIBUTE,MESSAGE,ad_group.targeting_setting.target_restrictions,google.ads.googleads.v15.common.TargetRestriction
False,True,True,False,None,Contains the opt-in/out status of each AssetAutomationType. See documentation of each asset automation type enum for default opt in/out behavior.,ATTRIBUTE,MESSAGE,campaign.asset_automation_settings,google.ads.googleads.v15.resources.Campaign.AssetAutomationSetting
True,False,True,False,None,Output only. The resource name of the ad schedule view. AdSchedule view resource names have the form: customers/{customer_id}/adScheduleViews/{campaign_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,ad_schedule_view.resource_name,N/A
True,False,True,True,None,The URL template for constructing a tracking URL.,ATTRIBUTE,STRING,ad_group.tracking_url_template,N/A
True,False,True,True,None,"Immutable. If true, this campaign uses an Audience resource for audience targeting. If false, this campaign may use audience segment criteria instead.",ATTRIBUTE,BOOLEAN,campaign.audience_setting.use_audience_grouped,N/A
True,False,True,True,None,Immutable. The type of the ad group.,ATTRIBUTE,"DISPLAY_STANDARD,HOTEL_ADS,PROMOTED_HOTEL_ADS,SEARCH_DYNAMIC_ADS,SEARCH_STANDARD,SHOPPING_COMPARISON_LISTING_ADS,SHOPPING_PRODUCT_ADS,SHOPPING_SMART_ADS,SMART_CAMPAIGN_ADS,TRAVEL_ADS,UNKNOWN,UNSPECIFIED,VIDEO_BUMPER,VIDEO_EFFICIENT_REACH,VIDEO_NON_SKIPPABLE_IN_STREAM,VIDEO_OUTSTREAM,VIDEO_RESPONSIVE,VIDEO_TRUE_VIEW_IN_DISPLAY,VIDEO_TRUE_VIEW_IN_STREAM",ad_group.type,google.ads.googleads.v15.enums.AdGroupTypeEnum.AdGroupType
True,False,True,True,None,"Output only. The resource name of the base campaign of a draft or experiment campaign. For base campaigns, this is equal to resource_name. This field is read-only.",ATTRIBUTE,RESOURCE_NAME,campaign.base_campaign,N/A
False,True,True,False,None,"The list of mappings used to substitute custom parameter tags in a tracking_url_template, final_urls, or mobile_final_urls.",ATTRIBUTE,MESSAGE,ad_group.url_custom_parameters,google.ads.googleads.v15.common.CustomParameter
True,False,True,False,None,Portfolio bidding strategy used by campaign.,ATTRIBUTE,RESOURCE_NAME,campaign.bidding_strategy,N/A
True,False,True,False,None,Required. Immutable. The ad group to which the asset is linked.,ATTRIBUTE,RESOURCE_NAME,ad_group_asset.ad_group,N/A
True,False,True,True,None,Output only. The system status of the campaign's bidding strategy.,ATTRIBUTE,"ENABLED,LEARNING_BUDGET_CHANGE,LEARNING_COMPOSITION_CHANGE,LEARNING_CONVERSION_SETTING_CHANGE,LEARNING_CONVERSION_TYPE_CHANGE,LEARNING_NEW,LEARNING_SETTING_CHANGE,LIMITED_BY_BUDGET,LIMITED_BY_CPC_BID_CEILING,LIMITED_BY_CPC_BID_FLOOR,LIMITED_BY_DATA,LIMITED_BY_INVENTORY,LIMITED_BY_LOW_PRIORITY_SPEND,LIMITED_BY_LOW_QUALITY,MISCONFIGURED_CONVERSION_SETTINGS,MISCONFIGURED_CONVERSION_TYPES,MISCONFIGURED_SHARED_BUDGET,MISCONFIGURED_STRATEGY_TYPE,MISCONFIGURED_ZERO_ELIGIBILITY,MULTIPLE,MULTIPLE_LEARNING,MULTIPLE_LIMITED,MULTIPLE_MISCONFIGURED,PAUSED,UNAVAILABLE,UNKNOWN,UNSPECIFIED",campaign.bidding_strategy_system_status,google.ads.googleads.v15.enums.BiddingStrategySystemStatusEnum.BiddingStrategySystemStatus
True,False,True,False,None,Required. Immutable. The asset which is linked to the ad group.,ATTRIBUTE,RESOURCE_NAME,ad_group_asset.asset,N/A
True,False,True,True,None,Required. Immutable. Role that the asset takes under the linked ad group.,ATTRIBUTE,"AD_IMAGE,BOOK_ON_GOOGLE,BUSINESS_LOGO,BUSINESS_NAME,CALL,CALLOUT,CALL_TO_ACTION_SELECTION,DESCRIPTION,HEADLINE,HOTEL_CALLOUT,HOTEL_PROPERTY,LANDSCAPE_LOGO,LEAD_FORM,LOGO,LONG_HEADLINE,MANDATORY_AD_TEXT,MARKETING_IMAGE,MEDIA_BUNDLE,MOBILE_APP,PORTRAIT_MARKETING_IMAGE,PRICE,PROMOTION,SITELINK,SQUARE_MARKETING_IMAGE,STRUCTURED_SNIPPET,UNKNOWN,UNSPECIFIED,VIDEO,YOUTUBE_VIDEO",ad_group_asset.field_type,google.ads.googleads.v15.enums.AssetFieldTypeEnum.AssetFieldType
True,False,True,True,None,Output only. The type of bidding strategy. A bidding strategy can be created by setting either the bidding scheme to create a standard bidding strategy or the bidding_strategy field to create a portfolio bidding strategy. This field is read-only.,ATTRIBUTE,"COMMISSION,ENHANCED_CPC,INVALID,MANUAL_CPA,MANUAL_CPC,MANUAL_CPM,MANUAL_CPV,MAXIMIZE_CONVERSIONS,MAXIMIZE_CONVERSION_VALUE,PAGE_ONE_PROMOTED,PERCENT_CPC,TARGET_CPA,TARGET_CPM,TARGET_IMPRESSION_SHARE,TARGET_OUTRANK_SHARE,TARGET_ROAS,TARGET_SPEND,UNKNOWN,UNSPECIFIED",campaign.bidding_strategy_type,google.ads.googleads.v15.enums.BiddingStrategyTypeEnum.BiddingStrategyType
True,False,True,True,None,"Output only. Provides the PrimaryStatus of this asset link. Primary status is meant essentially to differentiate between the plain ""status"" field, which has advertiser set values of enabled, paused, or removed. The primary status takes into account other signals (for assets its mainly policy and quality approvals) to come up with a more comprehensive status to indicate its serving state.",ATTRIBUTE,"ELIGIBLE,LIMITED,NOT_ELIGIBLE,PAUSED,PENDING,REMOVED,UNKNOWN,UNSPECIFIED",ad_group_asset.primary_status,google.ads.googleads.v15.enums.AssetLinkPrimaryStatusEnum.AssetLinkPrimaryStatus
False,True,True,False,None,Output only. Provides the details of the primary status and its associated reasons.,ATTRIBUTE,MESSAGE,ad_group_asset.primary_status_details,google.ads.googleads.v15.common.AssetLinkPrimaryStatusDetails
True,False,True,False,None,The budget of the campaign.,ATTRIBUTE,RESOURCE_NAME,campaign.campaign_budget,N/A
True,True,True,False,None,Output only. Provides a list of reasons for why an asset is not serving or not serving at full capacity.,ATTRIBUTE,"ASSET_APPROVED_LABELED,ASSET_DISAPPROVED,ASSET_LINK_PAUSED,ASSET_LINK_REMOVED,ASSET_UNDER_REVIEW,UNKNOWN,UNSPECIFIED",ad_group_asset.primary_status_reasons,google.ads.googleads.v15.enums.AssetLinkPrimaryStatusReasonEnum.AssetLinkPrimaryStatusReason
True,False,True,False,None,Immutable. The resource name of the ad group asset. AdGroupAsset resource names have the form: customers/{customer_id}/adGroupAssets/{ad_group_id}~{asset_id}~{field_type},ATTRIBUTE,RESOURCE_NAME,ad_group_asset.resource_name,N/A
True,False,True,False,None,Output only. The ad group ad to which the asset is linked.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad_asset_view.ad_group_ad,N/A
True,False,True,False,None,The campaign group this campaign belongs to.,ATTRIBUTE,RESOURCE_NAME,campaign.campaign_group,N/A
True,False,True,False,None,Output only. Source of the adgroup asset link.,ATTRIBUTE,"ADVERTISER,AUTOMATICALLY_CREATED,UNKNOWN,UNSPECIFIED",ad_group_asset.source,google.ads.googleads.v15.enums.AssetSourceEnum.AssetSource
True,False,True,True,None,Status of the ad group asset.,ATTRIBUTE,"ENABLED,PAUSED,REMOVED,UNKNOWN,UNSPECIFIED",ad_group_asset.status,google.ads.googleads.v15.enums.AssetLinkStatusEnum.AssetLinkStatus
True,False,True,False,None,Output only. The asset which is linked to the ad group ad.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad_asset_view.asset,N/A
True,False,True,True,None,"Output only. The status between the asset and the latest version of the ad. If true, the asset is linked to the latest version of the ad. If false, it means the link once existed but has been removed and is no longer present in the latest version of the ad.",ATTRIBUTE,BOOLEAN,ad_group_ad_asset_view.enabled,N/A
True,False,True,True,None,Output only. Role that the asset takes in the ad.,ATTRIBUTE,"AD_IMAGE,BOOK_ON_GOOGLE,BUSINESS_LOGO,BUSINESS_NAME,CALL,CALLOUT,CALL_TO_ACTION_SELECTION,DESCRIPTION,HEADLINE,HOTEL_CALLOUT,HOTEL_PROPERTY,LANDSCAPE_LOGO,LEAD_FORM,LOGO,LONG_HEADLINE,MANDATORY_AD_TEXT,MARKETING_IMAGE,MEDIA_BUNDLE,MOBILE_APP,PORTRAIT_MARKETING_IMAGE,PRICE,PROMOTION,SITELINK,SQUARE_MARKETING_IMAGE,STRUCTURED_SNIPPET,UNKNOWN,UNSPECIFIED,VIDEO,YOUTUBE_VIDEO",ad_group_ad_asset_view.field_type,google.ads.googleads.v15.enums.AssetFieldTypeEnum.AssetFieldType
True,False,True,True,None,"Commission rate defines the portion of the conversion value that the advertiser will be billed. A commission rate of x should be passed into this field as (x * 1,000,000). For example, 106,000 represents a commission rate of 0.106 (10.6%).",ATTRIBUTE,INT64,campaign.commission.commission_rate_micros,N/A
True,False,True,True,None,Output only. Performance of an asset linkage.,ATTRIBUTE,"BEST,GOOD,LEARNING,LOW,PENDING,UNKNOWN,UNSPECIFIED",ad_group_ad_asset_view.performance_label,google.ads.googleads.v15.enums.AssetPerformanceLabelEnum.AssetPerformanceLabel
True,False,True,True,None,Output only. Pinned field.,ATTRIBUTE,"AD_IMAGE,BUSINESS_LOGO,BUSINESS_NAME,BUSINESS_NAME_IN_PORTRAIT,CALL,CALLOUT,CALL_TO_ACTION,DESCRIPTION,DESCRIPTION_1,DESCRIPTION_2,DESCRIPTION_IN_PORTRAIT,HEADLINE,HEADLINE_1,HEADLINE_2,HEADLINE_3,HEADLINE_IN_PORTRAIT,LANDSCAPE_LOGO,LEAD_FORM,LOGO,LONG_HEADLINE,MARKETING_IMAGE,MARKETING_IMAGE_IN_PORTRAIT,MOBILE_APP,PORTRAIT_MARKETING_IMAGE,PRICE,PROMOTION,SITELINK,SQUARE_MARKETING_IMAGE,STRUCTURED_SNIPPET,UNKNOWN,UNSPECIFIED,YOU_TUBE_VIDEO",ad_group_ad_asset_view.pinned_field,google.ads.googleads.v15.enums.ServedAssetFieldTypeEnum.ServedAssetFieldType
True,False,True,True,None,"Immutable. Specifies whether this campaign uses upgraded targeting options. When this field is set to true, you can use location and language targeting at the ad group level as opposed to the standard campaign-level targeting. This field defaults to false, and can only be set when creating a campaign.",ATTRIBUTE,BOOLEAN,campaign.discovery_campaign_settings.upgraded_targeting,N/A
False,False,True,False,None,Output only. Policy information for the ad group ad asset.,ATTRIBUTE,MESSAGE,ad_group_ad_asset_view.policy_summary,google.ads.googleads.v15.resources.AdGroupAdAssetPolicySummary
True,False,True,False,None,Output only. The resource name of the ad group ad asset view. Ad group ad asset view resource names have the form (Before V4): customers/{customer_id}/adGroupAdAssets/{AdGroupAdAsset.ad_group_id}~{AdGroupAdAsset.ad.ad_id}~{AdGroupAdAsset.asset_id}~{AdGroupAdAsset.field_type} Ad group ad asset view resource names have the form (Beginning from V4): customers/{customer_id}/adGroupAdAssetViews/{AdGroupAdAsset.ad_group_id}~{AdGroupAdAsset.ad_id}~{AdGroupAdAsset.asset_id}~{AdGroupAdAsset.field_type},ATTRIBUTE,RESOURCE_NAME,ad_group_ad_asset_view.resource_name,N/A
True,False,True,True,None,Output only. Source of the ad group ad asset.,ATTRIBUTE,"ADVERTISER,AUTOMATICALLY_CREATED,UNKNOWN,UNSPECIFIED",ad_group_ad_asset_view.source,google.ads.googleads.v15.enums.AssetSourceEnum.AssetSource
True,False,True,True,None,"Output only. The status between the asset combination and the latest version of the ad. If true, the asset combination is linked to the latest version of the ad. If false, it means the link once existed but has been removed and is no longer present in the latest version of the ad.",ATTRIBUTE,BOOLEAN,ad_group_ad_asset_combination_view.enabled,N/A
True,False,True,True,None,"Required. The Internet domain name that this setting represents, for example, ""google.com"" or ""www.google.com"".",ATTRIBUTE,STRING,campaign.dynamic_search_ads_setting.domain_name,N/A
True,True,True,False,None,The list of page feeds associated with the campaign.,ATTRIBUTE,RESOURCE_NAME,campaign.dynamic_search_ads_setting.feeds,N/A
True,False,True,False,None,"Output only. The resource name of the ad group ad asset combination view. The combination ID is 128 bits long, where the upper 64 bits are stored in asset_combination_id_high, and the lower 64 bits are stored in asset_combination_id_low. AdGroupAd Asset Combination view resource names have the form: customers/{customer_id}/adGroupAdAssetCombinationViews/{AdGroupAd.ad_group_id}~{AdGroupAd.ad.ad_id}~{AssetCombination.asset_combination_id_low}~{AssetCombination.asset_combination_id_high}",ATTRIBUTE,RESOURCE_NAME,ad_group_ad_asset_combination_view.resource_name,N/A
False,True,True,False,None,Output only. Served assets.,ATTRIBUTE,MESSAGE,ad_group_ad_asset_combination_view.served_assets,google.ads.googleads.v15.common.AssetUsage
True,False,True,True,None,"Required. The language code specifying the language of the domain, for example, ""en"".",ATTRIBUTE,STRING,campaign.dynamic_search_ads_setting.language_code,N/A
True,False,True,True,None,"Output only. The display name is URL name for websites, YouTube video name for YouTube videos, and translated mobile app name for mobile apps.",ATTRIBUTE,STRING,detail_placement_view.display_name,N/A
True,False,True,True,None,Whether the campaign uses advertiser supplied URLs exclusively.,ATTRIBUTE,BOOLEAN,campaign.dynamic_search_ads_setting.use_supplied_urls_only,N/A
True,False,True,True,None,"Output only. URL of the group placement, for example, domain, link to the mobile application in app store, or a YouTube channel URL.",ATTRIBUTE,STRING,detail_placement_view.group_placement_target_url,N/A
False,False,True,True,None,"Output only. The automatic placement string at detail level, e. g. website URL, mobile application ID, or a YouTube video ID.",ATTRIBUTE,STRING,detail_placement_view.placement,N/A
True,False,True,True,None,"The last day of the campaign in serving customer's timezone in YYYY-MM-DD format. On create, defaults to 2037-12-30, which means the campaign will run indefinitely. To set an existing campaign to run indefinitely, set this field to 2037-12-30.",ATTRIBUTE,DATE,campaign.end_date,N/A
True,False,True,True,None,"Output only. Type of the placement, for example, Website, YouTube Video, and Mobile Application.",ATTRIBUTE,"GOOGLE_PRODUCTS,MOBILE_APPLICATION,MOBILE_APP_CATEGORY,UNKNOWN,UNSPECIFIED,WEBSITE,YOUTUBE_CHANNEL,YOUTUBE_VIDEO",detail_placement_view.placement_type,google.ads.googleads.v15.enums.PlacementTypeEnum.PlacementType
False,False,True,False,None,Output only. The resource name of the detail placement view. Detail placement view resource names have the form: customers/{customer_id}/detailPlacementViews/{ad_group_id}~{base64_placement},ATTRIBUTE,RESOURCE_NAME,detail_placement_view.resource_name,N/A
True,False,True,False,None,Output only. The resource name of the webpage view. Webpage view resource names have the form: customers/{customer_id}/webpageViews/{ad_group_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,webpage_view.resource_name,N/A
True,False,True,True,None,Output only. The asset set type of the asset set type view.,ATTRIBUTE,"BUSINESS_PROFILE_DYNAMIC_LOCATION_GROUP,CHAIN_DYNAMIC_LOCATION_GROUP,DYNAMIC_CUSTOM,DYNAMIC_EDUCATION,DYNAMIC_FLIGHTS,DYNAMIC_HOTELS_AND_RENTALS,DYNAMIC_JOBS,DYNAMIC_LOCAL,DYNAMIC_REAL_ESTATE,DYNAMIC_TRAVEL,HOTEL_PROPERTY,LOCATION_SYNC,MERCHANT_CENTER_FEED,PAGE_FEED,STATIC_LOCATION_GROUP,UNKNOWN,UNSPECIFIED",asset_set_type_view.asset_set_type,google.ads.googleads.v15.enums.AssetSetTypeEnum.AssetSetType
True,True,True,False,None,The asset field types that should be excluded from this campaign. Asset links with these field types will not be inherited by this campaign from the upper level.,ATTRIBUTE,"AD_IMAGE,BOOK_ON_GOOGLE,BUSINESS_LOGO,BUSINESS_NAME,CALL,CALLOUT,CALL_TO_ACTION_SELECTION,DESCRIPTION,HEADLINE,HOTEL_CALLOUT,HOTEL_PROPERTY,LANDSCAPE_LOGO,LEAD_FORM,LOGO,LONG_HEADLINE,MANDATORY_AD_TEXT,MARKETING_IMAGE,MEDIA_BUNDLE,MOBILE_APP,PORTRAIT_MARKETING_IMAGE,PRICE,PROMOTION,SITELINK,SQUARE_MARKETING_IMAGE,STRUCTURED_SNIPPET,UNKNOWN,UNSPECIFIED,VIDEO,YOUTUBE_VIDEO",campaign.excluded_parent_asset_field_types,google.ads.googleads.v15.enums.AssetFieldTypeEnum.AssetFieldType
True,False,True,True,None,"Output only. URL of the placement, for example, website, link to the mobile application in app store, or a YouTube video URL.",ATTRIBUTE,STRING,detail_placement_view.target_url,N/A
True,False,True,False,None,Output only. The resource name of the asset set type view. Asset set type view resource names have the form: customers/{customer_id}/assetSetTypeViews/{asset_set_type},ATTRIBUTE,RESOURCE_NAME,asset_set_type_view.resource_name,N/A
True,True,True,False,None,"The asset set types that should be excluded from this campaign. Asset set links with these types will not be inherited by this campaign from the upper level. Location group types (GMB_DYNAMIC_LOCATION_GROUP, CHAIN_DYNAMIC_LOCATION_GROUP, and STATIC_LOCATION_GROUP) are child types of LOCATION_SYNC. Therefore, if LOCATION_SYNC is set for this field, all location group asset sets are not allowed to be linked to this campaign, and all Location Extension (LE) and Affiliate Location Extensions (ALE) will not be served under this campaign. Only LOCATION_SYNC is currently supported.",ATTRIBUTE,"BUSINESS_PROFILE_DYNAMIC_LOCATION_GROUP,CHAIN_DYNAMIC_LOCATION_GROUP,DYNAMIC_CUSTOM,DYNAMIC_EDUCATION,DYNAMIC_FLIGHTS,DYNAMIC_HOTELS_AND_RENTALS,DYNAMIC_JOBS,DYNAMIC_LOCAL,DYNAMIC_REAL_ESTATE,DYNAMIC_TRAVEL,HOTEL_PROPERTY,LOCATION_SYNC,MERCHANT_CENTER_FEED,PAGE_FEED,STATIC_LOCATION_GROUP,UNKNOWN,UNSPECIFIED",campaign.excluded_parent_asset_set_types,google.ads.googleads.v15.enums.AssetSetTypeEnum.AssetSetType
True,False,True,True,None,"Output only. The type of campaign: normal, draft, or experiment.",ATTRIBUTE,"BASE,DRAFT,EXPERIMENT,UNKNOWN,UNSPECIFIED",campaign.experiment_type,google.ads.googleads.v15.enums.CampaignExperimentTypeEnum.CampaignExperimentType
True,False,True,True,None,Output only. Criterion Id for the country.,ATTRIBUTE,INT64,user_location_view.country_criterion_id,N/A
True,False,True,True,None,Suffix used to append query parameters to landing pages that are served with parallel tracking.,ATTRIBUTE,STRING,campaign.final_url_suffix,N/A
True,False,True,False,None,Output only. The resource name of the user location view. UserLocation view resource names have the form: customers/{customer_id}/userLocationViews/{country_criterion_id}~{targeting_location},ATTRIBUTE,RESOURCE_NAME,user_location_view.resource_name,N/A
True,False,True,True,None,Output only. Indicates whether location was targeted or not.,ATTRIBUTE,BOOLEAN,user_location_view.targeting_location,N/A
False,True,True,False,None,A list that limits how often each user will see this campaign's ads.,ATTRIBUTE,MESSAGE,campaign.frequency_caps,google.ads.googleads.v15.common.FrequencyCapEntry
True,False,True,True,None,The setting used for negative geotargeting in this particular campaign.,ATTRIBUTE,"PRESENCE,PRESENCE_OR_INTEREST,UNKNOWN,UNSPECIFIED",campaign.geo_target_type_setting.negative_geo_target_type,google.ads.googleads.v15.enums.NegativeGeoTargetTypeEnum.NegativeGeoTargetType
True,False,True,True,None,The setting used for positive geotargeting in this particular campaign.,ATTRIBUTE,"PRESENCE,PRESENCE_OR_INTEREST,SEARCH_INTEREST,UNKNOWN,UNSPECIFIED",campaign.geo_target_type_setting.positive_geo_target_type,google.ads.googleads.v15.enums.PositiveGeoTargetTypeEnum.PositiveGeoTargetType
True,False,True,True,None,Output only. The owner channel id of the video.,ATTRIBUTE,STRING,video.channel_id,N/A
True,False,True,True,None,Immutable. The set of hotel properties for Performance Max for travel goals campaigns.,ATTRIBUTE,RESOURCE_NAME,campaign.hotel_property_asset_set,N/A
True,False,True,True,None,Output only. The duration of the video in milliseconds.,ATTRIBUTE,INT64,video.duration_millis,N/A
True,False,True,True,None,Output only. The ID of the video.,ATTRIBUTE,STRING,video.id,N/A
True,False,True,False,None,Output only. The resource name of the video. Video resource names have the form: customers/{customer_id}/videos/{video_id},ATTRIBUTE,RESOURCE_NAME,video.resource_name,N/A
True,False,True,True,None,Immutable. The linked Hotel Center account.,ATTRIBUTE,INT64,campaign.hotel_setting.hotel_center_id,N/A
True,False,True,True,None,Output only. The title of the video.,ATTRIBUTE,STRING,video.title,N/A
True,False,True,True,None,Output only. The ID of the campaign.,ATTRIBUTE,INT64,campaign.id,N/A
True,True,True,False,None,Output only. The resource names of labels attached to this campaign.,ATTRIBUTE,RESOURCE_NAME,campaign.labels,N/A
True,False,True,True,None,Immutable. Listing type of ads served for this campaign. Field is restricted for usage with Performance Max campaigns.,ATTRIBUTE,"UNKNOWN,UNSPECIFIED,VEHICLES",campaign.listing_type,google.ads.googleads.v15.enums.ListingTypeEnum.ListingType
True,False,True,True,None,The location source type for this local campaign.,ATTRIBUTE,"AFFILIATE,GOOGLE_MY_BUSINESS,UNKNOWN,UNSPECIFIED",campaign.local_campaign_setting.location_source_type,google.ads.googleads.v15.enums.LocationSourceTypeEnum.LocationSourceType
False,True,True,False,None,Categorical level bids associated with MANUAL_CPA bidding strategy.,ATTRIBUTE,MESSAGE,campaign.local_services_campaign_settings.category_bids,google.ads.googleads.v15.resources.Campaign.CategoryBid
False,False,True,False,None,Standard Manual CPA bidding strategy. Manual bidding strategy that allows advertiser to set the bid per advertiser-specified action. Supported only for Local Services campaigns.,ATTRIBUTE,MESSAGE,campaign.manual_cpa,google.ads.googleads.v15.common.ManualCpa
False,False,True,False,None,Output only. The resource name of the travel activity performance view. Travel Activity performance view resource names have the form: customers/{customer_id}/travelActivityPerformanceView,ATTRIBUTE,RESOURCE_NAME,travel_activity_performance_view.resource_name,N/A
True,False,True,True,None,Whether bids are to be enhanced based on conversion optimizer data.,ATTRIBUTE,BOOLEAN,campaign.manual_cpc.enhanced_cpc_enabled,N/A
False,False,True,False,None,Standard Manual CPM bidding strategy. Manual impression-based bidding where user pays per thousand impressions.,ATTRIBUTE,MESSAGE,campaign.manual_cpm,google.ads.googleads.v15.common.ManualCpm
False,False,True,False,None,A bidding strategy that pays a configurable amount per video view.,ATTRIBUTE,MESSAGE,campaign.manual_cpv,google.ads.googleads.v15.common.ManualCpv
False,True,True,False,None,"Output only. A list of recommendations to improve the ad strength. For example, a recommendation could be ""Try adding a few more unique headlines or unpinning some assets."".",ATTRIBUTE,STRING,ad_group_ad.action_items,N/A
True,False,True,True,None,"Output only. The target return on ad spend (ROAS) option. If set, the bid strategy will maximize revenue while averaging the target return on ad spend. If the target ROAS is high, the bid strategy may not be able to spend the full budget. If the target ROAS is not set, the bid strategy will aim to achieve the highest possible ROAS for the budget.",ATTRIBUTE,DOUBLE,campaign.maximize_conversion_value.target_roas,N/A
