attribute_category,attribute_data_type,attribute_field_description,attribute_filterable,attribute_name,attribute_repeated,attribute_selectable,attribute_selectable_with,attribute_sortable,attribute_type_url
ATTRIBUTE,MESSAGE,<td>Contains the opt-in/out status of each AssetAutomationType. See documentation of each asset automation type enum for default opt in/out behavior.</td>,False,campaign.asset_automation_settings,True,True,None,False,google.ads.googleads.v15.resources.Campaign.AssetAutomationSetting
ATTRIBUTE,RESOURCE_NAME,<td>The Asset resource name of this video.</td>,True,ad_group_ad.ad.app_pre_registration_ad.youtube_videos.asset,False,False,None,False,N/A
ATTRIBUTE,BOOLEAN,"<td>Immutable. If true, this campaign uses an Audience resource for audience targeting. If false, this campaign may use audience segment criteria instead.</td>",True,campaign.audience_setting.use_audience_grouped,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Output only. The ad group the search term served in.</td>,True,search_term_view.ad_group,False,True,None,False,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the product group view. Product group view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/productGroupViews/{ad_group_id}~{criterion_id}</code></td>",True,product_group_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the search term view. Search term view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/paidOrganicSearchTermViews/{campaign_id}~ {ad_group_id}~{URL-base64 search term}</code></td>",True,paid_organic_search_term_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,STRING,<td>The business name in the ad.</td>,True,ad_group_ad.ad.call_ad.business_name,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the base campaign of a draft or experiment campaign. For base campaigns, this is equal to <code translate=""no"" dir=""ltr"">resource_name</code>. This field is read-only.</td>",True,campaign.base_campaign,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the search term view. Search term view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/searchTermViews/{campaign_id}~{ad_group_id}~{URL-base64_search_term}</code></td>",True,search_term_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,STRING,<td>Output only. The search term.</td>,True,search_term_view.search_term,False,True,None,True,N/A
ATTRIBUTE,"ADDED,ADDED_EXCLUDED,EXCLUDED,NONE,UNKNOWN,UNSPECIFIED",<td>Output only. Indicates whether the search term is currently one of your targeted or excluded keywords.</td>,True,search_term_view.status,False,True,None,True,google.ads.googleads.v15.enums.SearchTermTargetingStatusEnum.SearchTermTargetingStatus
ATTRIBUTE,STRING,<td>Output only. The search term.</td>,True,paid_organic_search_term_view.search_term,False,True,None,True,N/A
ATTRIBUTE,BOOLEAN,<td>Whether to enable call tracking for the creative. Enabling call tracking also enables call conversions.</td>,False,ad_group_ad.ad.call_ad.call_tracked,False,True,None,False,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Portfolio bidding strategy used by campaign.</td>,True,campaign.bidding_strategy,False,True,None,False,N/A
ATTRIBUTE,STRING,<td>Output only. The place ID of the per store view.</td>,True,per_store_view.place_id,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the Shopping performance view. Shopping performance view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/shoppingPerformanceView</code></td>",False,shopping_performance_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>The conversion action to attribute a call conversion to. If not set a default conversion action is used. This field only has effect if <code translate=""no"" dir=""ltr"">call_tracked</code> is set to <code translate=""no"" dir=""ltr"">true</code>. Otherwise this field is ignored.</td>",True,ad_group_ad.ad.call_ad.conversion_action,False,True,None,False,N/A
ATTRIBUTE,"ENABLED,LEARNING_BUDGET_CHANGE,LEARNING_COMPOSITION_CHANGE,LEARNING_CONVERSION_SETTING_CHANGE,LEARNING_CONVERSION_TYPE_CHANGE,LEARNING_NEW,LEARNING_SETTING_CHANGE,LIMITED_BY_BUDGET,LIMITED_BY_CPC_BID_CEILING,LIMITED_BY_CPC_BID_FLOOR,LIMITED_BY_DATA,LIMITED_BY_INVENTORY,LIMITED_BY_LOW_PRIORITY_SPEND,LIMITED_BY_LOW_QUALITY,MISCONFIGURED_CONVERSION_SETTINGS,MISCONFIGURED_CONVERSION_TYPES,MISCONFIGURED_SHARED_BUDGET,MISCONFIGURED_STRATEGY_TYPE,MISCONFIGURED_ZERO_ELIGIBILITY,MULTIPLE,MULTIPLE_LEARNING,MULTIPLE_LIMITED,MULTIPLE_MISCONFIGURED,PAUSED,UNAVAILABLE,UNKNOWN,UNSPECIFIED",<td>Output only. The system status of the campaign's bidding strategy.</td>,True,campaign.bidding_strategy_system_status,False,True,None,True,google.ads.googleads.v15.enums.BiddingStrategySystemStatusEnum.BiddingStrategySystemStatus
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the per store view. Per Store view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/perStoreViews/{place_id}</code></td>",True,per_store_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the Managed Placement view. Managed placement view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/managedPlacementViews/{ad_group_id}~{criterion_id}</code></td>",True,managed_placement_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,"DISABLED,UNKNOWN,UNSPECIFIED,USE_ACCOUNT_LEVEL_CALL_CONVERSION_ACTION,USE_RESOURCE_LEVEL_CALL_CONVERSION_ACTION","<td>The call conversion behavior of this call ad. It can use its own call conversion setting, inherit the account level setting, or be disabled.</td>",True,ad_group_ad.ad.call_ad.conversion_reporting_state,False,True,None,True,google.ads.googleads.v15.enums.CallConversionReportingStateEnum.CallConversionReportingState
ATTRIBUTE,"COMMISSION,ENHANCED_CPC,INVALID,MANUAL_CPA,MANUAL_CPC,MANUAL_CPM,MANUAL_CPV,MAXIMIZE_CONVERSIONS,MAXIMIZE_CONVERSION_VALUE,PAGE_ONE_PROMOTED,PERCENT_CPC,TARGET_CPA,TARGET_CPM,TARGET_IMPRESSION_SHARE,TARGET_OUTRANK_SHARE,TARGET_ROAS,TARGET_SPEND,UNKNOWN,UNSPECIFIED","<td>Output only. The type of bidding strategy. A bidding strategy can be created by setting either the bidding scheme to create a standard bidding strategy or the <code translate=""no"" dir=""ltr"">bidding_strategy</code> field to create a portfolio bidding strategy. This field is read-only.</td>",True,campaign.bidding_strategy_type,False,True,None,True,google.ads.googleads.v15.enums.BiddingStrategyTypeEnum.BiddingStrategyType
ATTRIBUTE,STRING,<td>The country code in the ad.</td>,True,ad_group_ad.ad.call_ad.country_code,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>The budget of the campaign.</td>,True,campaign.campaign_budget,False,True,None,False,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the parental status view. Parental Status view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/parentalStatusViews/{ad_group_id}~{criterion_id}</code></td>",True,parental_status_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the landing page view. Landing page view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/landingPageViews/{unexpanded_final_url_fingerprint}</code></td>",True,landing_page_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,STRING,<td>The first line of the ad's description.</td>,True,ad_group_ad.ad.call_ad.description1,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>The campaign group this campaign belongs to.</td>,True,campaign.campaign_group,False,True,None,False,N/A
ATTRIBUTE,STRING,<td>Output only. The advertiser-specified final URL.</td>,True,landing_page_view.unexpanded_final_url,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the income range view. Income range view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/incomeRangeViews/{ad_group_id}~{criterion_id}</code></td>",True,income_range_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,STRING,<td>The second line of the ad's description.</td>,True,ad_group_ad.ad.call_ad.description2,False,True,None,True,N/A
ATTRIBUTE,INT64,"<td>Commission rate defines the portion of the conversion value that the advertiser will be billed. A commission rate of x should be passed into this field as (x * 1,000,000). For example, 106,000 represents a commission rate of 0.106 (10.6%).</td>",True,campaign.commission.commission_rate_micros,False,True,None,True,N/A
ATTRIBUTE,BOOLEAN,"<td>Whether to disable call conversion for the creative. If set to <code translate=""no"" dir=""ltr"">true</code>, disables call conversions even when <code translate=""no"" dir=""ltr"">call_tracked</code> is <code translate=""no"" dir=""ltr"">true</code>. If <code translate=""no"" dir=""ltr"">call_tracked</code> is <code translate=""no"" dir=""ltr"">false</code>, this field is ignored.</td>",False,ad_group_ad.ad.call_ad.disable_call_conversion,False,True,None,False,N/A
ATTRIBUTE,BOOLEAN,"<td>Immutable. Specifies whether this campaign uses upgraded targeting options. When this field is set to <code translate=""no"" dir=""ltr"">true</code>, you can use location and language targeting at the ad group level as opposed to the standard campaign-level targeting. This field defaults to <code translate=""no"" dir=""ltr"">false</code>, and can only be set when creating a campaign.</td>",True,campaign.discovery_campaign_settings.upgraded_targeting,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the location view. Location view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/locationViews/{campaign_id}~{criterion_id}</code></td>",True,location_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the keyword view. Keyword view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/keywordViews/{ad_group_id}~{criterion_id}</code></td>",True,keyword_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,STRING,<td>First headline in the ad.</td>,True,ad_group_ad.ad.call_ad.headline1,False,True,None,True,N/A
ATTRIBUTE,STRING,"<td>Required. The Internet domain name that this setting represents, for example, ""google.com"" or ""www.google.com"".</td>",True,campaign.dynamic_search_ads_setting.domain_name,False,True,None,True,N/A
ATTRIBUTE,STRING,<td>Second headline in the ad.</td>,True,ad_group_ad.ad.call_ad.headline2,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>The list of page feeds associated with the campaign.</td>,True,campaign.dynamic_search_ads_setting.feeds,True,True,None,False,N/A
ATTRIBUTE,STRING,<td>First part of text that can be appended to the URL in the ad. Optional.</td>,True,ad_group_ad.ad.call_ad.path1,False,True,None,True,N/A
ATTRIBUTE,STRING,"<td>Required. The language code specifying the language of the domain, for example, ""en"".</td>",True,campaign.dynamic_search_ads_setting.language_code,False,True,None,True,N/A
ATTRIBUTE,STRING,"<td>Second part of text that can be appended to the URL in the ad. This field can only be set when <code translate=""no"" dir=""ltr"">path1</code> is also set. Optional.</td>",True,ad_group_ad.ad.call_ad.path2,False,True,None,True,N/A
ATTRIBUTE,BOOLEAN,<td>Whether the campaign uses advertiser supplied URLs exclusively.</td>,True,campaign.dynamic_search_ads_setting.use_supplied_urls_only,False,True,None,True,N/A
ATTRIBUTE,STRING,<td>The phone number in the ad.</td>,True,ad_group_ad.ad.call_ad.phone_number,False,True,None,True,N/A
ATTRIBUTE,DATE,"<td>The last day of the campaign in serving customer's timezone in YYYY-MM-DD format. On create, defaults to 2037-12-30, which means the campaign will run indefinitely. To set an existing campaign to run indefinitely, set this field to 2037-12-30.</td>",True,campaign.end_date,False,True,None,True,N/A
ATTRIBUTE,STRING,<td>The URL to be used for phone number verification.</td>,True,ad_group_ad.ad.call_ad.phone_number_verification_url,False,True,None,True,N/A
ATTRIBUTE,"AD_IMAGE,BOOK_ON_GOOGLE,BUSINESS_LOGO,BUSINESS_NAME,CALL,CALLOUT,CALL_TO_ACTION_SELECTION,DESCRIPTION,HEADLINE,HOTEL_CALLOUT,HOTEL_PROPERTY,LANDSCAPE_LOGO,LEAD_FORM,LOGO,LONG_HEADLINE,MANDATORY_AD_TEXT,MARKETING_IMAGE,MEDIA_BUNDLE,MOBILE_APP,PORTRAIT_MARKETING_IMAGE,PRICE,PROMOTION,SITELINK,SQUARE_MARKETING_IMAGE,STRUCTURED_SNIPPET,UNKNOWN,UNSPECIFIED,VIDEO,YOUTUBE_VIDEO",<td>The asset field types that should be excluded from this campaign. Asset links with these field types will not be inherited by this campaign from the upper level.</td>,True,campaign.excluded_parent_asset_field_types,True,True,None,False,google.ads.googleads.v15.enums.AssetFieldTypeEnum.AssetFieldType
ATTRIBUTE,"CONNECTED_TV,DESKTOP,MOBILE,OTHER,TABLET,UNKNOWN,UNSPECIFIED","<td>The device preference for the ad. You can only specify a preference for mobile devices. When this preference is set the ad will be preferred over other ads when being displayed on a mobile device. The ad can still be displayed on other device types, for example, if no other ads are available. If unspecified (no device preference), all devices are targeted. This is only supported by some ad types.</td>",True,ad_group_ad.ad.device_preference,False,True,None,True,google.ads.googleads.v15.enums.DeviceEnum.Device
ATTRIBUTE,"BUSINESS_PROFILE_DYNAMIC_LOCATION_GROUP,CHAIN_DYNAMIC_LOCATION_GROUP,DYNAMIC_CUSTOM,DYNAMIC_EDUCATION,DYNAMIC_FLIGHTS,DYNAMIC_HOTELS_AND_RENTALS,DYNAMIC_JOBS,DYNAMIC_LOCAL,DYNAMIC_REAL_ESTATE,DYNAMIC_TRAVEL,HOTEL_PROPERTY,LOCATION_SYNC,MERCHANT_CENTER_FEED,PAGE_FEED,STATIC_LOCATION_GROUP,UNKNOWN,UNSPECIFIED","<td>The asset set types that should be excluded from this campaign. Asset set links with these types will not be inherited by this campaign from the upper level. Location group types (GMB_DYNAMIC_LOCATION_GROUP, CHAIN_DYNAMIC_LOCATION_GROUP, and STATIC_LOCATION_GROUP) are child types of LOCATION_SYNC. Therefore, if LOCATION_SYNC is set for this field, all location group asset sets are not allowed to be linked to this campaign, and all Location Extension (LE) and Affiliate Location Extensions (ALE) will not be served under this campaign. Only LOCATION_SYNC is currently supported.</td>",True,campaign.excluded_parent_asset_set_types,True,True,None,False,google.ads.googleads.v15.enums.AssetSetTypeEnum.AssetSetType
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the hotel performance view. Hotel performance view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/hotelPerformanceView</code></td>",False,hotel_performance_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,STRING,<td>Required. The Advertiser/brand name.</td>,True,ad_group_ad.ad.discovery_carousel_ad.business_name,False,True,None,True,N/A
ATTRIBUTE,"BASE,DRAFT,EXPERIMENT,UNKNOWN,UNSPECIFIED","<td>Output only. The type of campaign: normal, draft, or experiment.</td>",True,campaign.experiment_type,False,True,None,True,google.ads.googleads.v15.enums.CampaignExperimentTypeEnum.CampaignExperimentType
ATTRIBUTE,STRING,<td>Call to action text.</td>,True,ad_group_ad.ad.discovery_carousel_ad.call_to_action_text,False,True,None,True,N/A
ATTRIBUTE,STRING,<td>Suffix used to append query parameters to landing pages that are served with parallel tracking.</td>,True,campaign.final_url_suffix,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the gender view. Gender view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/genderViews/{ad_group_id}~{criterion_id}</code></td>",True,gender_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,MESSAGE,<td>Required. Carousel cards that will display with the ad. Min 2 max 10.</td>,False,ad_group_ad.ad.discovery_carousel_ad.carousel_cards,True,True,None,False,google.ads.googleads.v15.common.AdDiscoveryCarouselCardAsset
ATTRIBUTE,MESSAGE,<td>A list that limits how often each user will see this campaign's ads.</td>,False,campaign.frequency_caps,True,True,None,False,google.ads.googleads.v15.common.FrequencyCapEntry
ATTRIBUTE,BOOLEAN,"<td>Output only. Whether a given booking has been billed. Once billed, a booking can't be modified.</td>",True,hotel_reconciliation.billed,False,True,None,True,N/A
ATTRIBUTE,"AD_CUSTOMIZER,AFFILIATE_LOCATION,APP,CALL,CALLOUT,DYNAMIC_CUSTOM,DYNAMIC_EDUCATION,DYNAMIC_FLIGHT,DYNAMIC_HOTEL,DYNAMIC_JOB,DYNAMIC_LOCAL,DYNAMIC_REAL_ESTATE,DYNAMIC_TRAVEL,IMAGE,LOCATION,MESSAGE,PRICE,PROMOTION,SITELINK,STRUCTURED_SNIPPET,UNKNOWN,UNSPECIFIED",<td>Output only. The placeholder type of the feed placeholder view.</td>,True,feed_placeholder_view.placeholder_type,False,True,None,True,google.ads.googleads.v15.enums.PlaceholderTypeEnum.PlaceholderType
ATTRIBUTE,STRING,<td>Output only. Domain name for websites and YouTube channel name for YouTube channels.</td>,True,group_placement_view.display_name,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>The Asset resource name of this discovery carousel card.</td>,True,ad_group_ad.ad.discovery_carousel_ad.carousel_cards.asset,False,False,None,False,N/A
ATTRIBUTE,"PRESENCE,PRESENCE_OR_INTEREST,UNKNOWN,UNSPECIFIED",<td>The setting used for negative geotargeting in this particular campaign.</td>,True,campaign.geo_target_type_setting.negative_geo_target_type,False,True,None,True,google.ads.googleads.v15.enums.NegativeGeoTargetTypeEnum.NegativeGeoTargetType
ATTRIBUTE,RESOURCE_NAME,<td>Output only. The resource name for the Campaign associated with the conversion.</td>,True,hotel_reconciliation.campaign,False,True,None,False,N/A
ATTRIBUTE,DATE,"<td>Output only. Check-in date recorded when the booking is made. If the check-in date is modified at reconciliation, the revised date will then take the place of the original date in this column. Format is YYYY-MM-DD.</td>",True,hotel_reconciliation.check_in_date,False,True,None,True,N/A
ATTRIBUTE,DATE,"<td>Output only. Check-out date recorded when the booking is made. If the check-in date is modified at reconciliation, the revised date will then take the place of the original date in this column. Format is YYYY-MM-DD.</td>",True,hotel_reconciliation.check_out_date,False,True,None,True,N/A
ATTRIBUTE,STRING,<td>Required. Output only. The commission ID is Google's ID for this booking. Every booking event is assigned a Commission ID to help you match it to a guest stay.</td>,True,hotel_reconciliation.commission_id,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the feed placeholder view. Feed placeholder view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/feedPlaceholderViews/{placeholder_type}</code></td>",True,feed_placeholder_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,STRING,"<td>Output only. The automatic placement string at group level, e. g. web domain, mobile app ID, or a YouTube channel ID.</td>",False,group_placement_view.placement,False,True,None,True,N/A
ATTRIBUTE,"GOOGLE_PRODUCTS,MOBILE_APPLICATION,MOBILE_APP_CATEGORY,UNKNOWN,UNSPECIFIED,WEBSITE,YOUTUBE_CHANNEL,YOUTUBE_VIDEO","<td>Output only. Type of the placement, for example, Website, YouTube Channel, Mobile Application.</td>",True,group_placement_view.placement_type,False,True,None,True,google.ads.googleads.v15.enums.PlacementTypeEnum.PlacementType
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the group placement view. Group placement view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/groupPlacementViews/{ad_group_id}~{base64_placement}</code></td>",False,group_placement_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,MESSAGE,<td>Required. The descriptive text of the ad.</td>,False,ad_group_ad.ad.discovery_carousel_ad.description,False,True,None,False,google.ads.googleads.v15.common.AdTextAsset
ATTRIBUTE,"PRESENCE,PRESENCE_OR_INTEREST,SEARCH_INTEREST,UNKNOWN,UNSPECIFIED",<td>The setting used for positive geotargeting in this particular campaign.</td>,True,campaign.geo_target_type_setting.positive_geo_target_type,False,True,None,True,google.ads.googleads.v15.enums.PositiveGeoTargetTypeEnum.PositiveGeoTargetType
ATTRIBUTE,INT64,<td>Output only. Identifier for the Hotel Center account which provides the rates for the Hotel campaign.</td>,True,hotel_reconciliation.hotel_center_id,False,True,None,True,N/A
ATTRIBUTE,STRING,"<td>Output only. Unique identifier for the booked property, as provided in the Hotel Center feed. The hotel ID comes from the 'ID' parameter of the conversion tracking tag.</td>",True,hotel_reconciliation.hotel_id,False,True,None,True,N/A
ATTRIBUTE,STRING,<td>Output only. The order ID is the identifier for this booking as provided in the 'transaction_id' parameter of the conversion tracking tag.</td>,True,hotel_reconciliation.order_id,False,True,None,True,N/A
ATTRIBUTE,STRING,"<td>Output only. URL of the group placement, for example, domain, link to the mobile application in app store, or a YouTube channel URL.</td>",True,group_placement_view.target_url,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the hotel group view. Hotel Group view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/hotelGroupViews/{ad_group_id}~{criterion_id}</code></td>",True,hotel_group_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,INT64,<td>Output only. Criterion Id for the country.</td>,True,geographic_view.country_criterion_id,False,True,None,True,N/A
ATTRIBUTE,MESSAGE,<td>Required. Headline of the ad.</td>,False,ad_group_ad.ad.discovery_carousel_ad.headline,False,True,None,False,google.ads.googleads.v15.common.AdTextAsset
ATTRIBUTE,RESOURCE_NAME,<td>Immutable. The set of hotel properties for Performance Max for travel goals campaigns.</td>,True,campaign.hotel_property_asset_set,False,True,None,True,N/A
ATTRIBUTE,INT64,"<td>Required. Output only. Reconciled value is the final value of a booking as paid by the guest. If original booking value changes for any reason, such as itinerary changes or room upsells, the reconciled value should be the full final amount collected. If a booking is canceled, the reconciled value should include the value of any cancellation fees or non-refundable nights charged. Value is in millionths of the base unit currency. For example, $12.35 would be represented as 12350000. Currency unit is in the default customer currency.</td>",True,hotel_reconciliation.reconciled_value_micros,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. The resource name of the hotel reconciliation. Hotel reconciliation resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/hotelReconciliations/{commission_id}</code></td>",True,hotel_reconciliation.resource_name,False,True,None,False,N/A
ATTRIBUTE,"AREA_OF_INTEREST,LOCATION_OF_PRESENCE,UNKNOWN,UNSPECIFIED",<td>Output only. Type of the geo targeting of the campaign.</td>,True,geographic_view.location_type,False,True,None,True,google.ads.googleads.v15.enums.GeoTargetingTypeEnum.GeoTargetingType
ATTRIBUTE,RESOURCE_NAME,"<td>Output only. The resource name of the geographic view. Geographic view resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/geographicViews/{country_criterion_id}~{location_type}</code></td>",True,geographic_view.resource_name,False,True,None,False,N/A
ATTRIBUTE,MESSAGE,<td>The feed item's attribute values.</td>,False,feed_item.attribute_values,True,True,None,False,google.ads.googleads.v15.resources.FeedItemAttributeValue
ATTRIBUTE,MESSAGE,<td>Required. Logo image to be used in the ad. The minimum size is 128x128 and the aspect ratio must be 1:1(+-1%).</td>,False,ad_group_ad.ad.discovery_carousel_ad.logo_image,False,True,None,False,google.ads.googleads.v15.common.AdImageAsset
ATTRIBUTE,INT64,<td>Immutable. The linked Hotel Center account.</td>,True,campaign.hotel_setting.hotel_center_id,False,True,None,True,N/A
ATTRIBUTE,"CANCELED,RECONCILED,RECONCILIATION_NEEDED,RESERVATION_ENABLED,UNKNOWN,UNSPECIFIED",<td>Required. Output only. Current status of a booking with regards to reconciliation and billing. Bookings should be reconciled within 45 days after the check-out date. Any booking not reconciled within 45 days will be billed at its original value.</td>,True,hotel_reconciliation.status,False,True,None,True,google.ads.googleads.v15.enums.HotelReconciliationStatusEnum.HotelReconciliationStatus
ATTRIBUTE,DATE,"<td>End time in which this feed item is no longer effective and will stop serving. The time is in the customer's time zone. The format is ""YYYY-MM-DD HH:MM:SS"". Examples: ""2018-03-05 09:15:00"" or ""2018-02-01 14:34:30""</td>",True,feed_item.end_date_time,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Immutable. The feed to which this feed item belongs.</td>,True,feed_item.feed,False,True,None,False,N/A
ATTRIBUTE,"LOCATION_OF_PRESENCE,UNKNOWN,UNSPECIFIED",<td>Geo targeting restriction specifies the type of location that can be used for targeting.</td>,True,feed_item.geo_targeting_restriction,False,True,None,True,google.ads.googleads.v15.enums.GeoTargetingRestrictionEnum.GeoTargetingRestriction
ATTRIBUTE,RESOURCE_NAME,<td>The Asset resource name of this image.</td>,True,ad_group_ad.ad.discovery_carousel_ad.logo_image.asset,False,False,None,False,N/A
ATTRIBUTE,INT64,<td>Output only. The ID of the campaign.</td>,True,campaign.id,False,True,None,True,N/A
ATTRIBUTE,INT64,<td>Output only. The ID of this feed item.</td>,True,feed_item.id,False,True,None,True,N/A
ATTRIBUTE,MESSAGE,"<td>Output only. List of info about a feed item's validation and approval state for active feed mappings. There will be an entry in the list for each type of feed mapping associated with the feed, for example, a feed with a sitelink and a call feed mapping would cause every feed item associated with that feed to have an entry in this list for both sitelink and call. This field is read-only.</td>",False,feed_item.policy_infos,True,True,None,False,google.ads.googleads.v15.resources.FeedItemPlaceholderPolicyInfo
ATTRIBUTE,RESOURCE_NAME,"<td>Immutable. The resource name of the feed item. Feed item resource names have the form: <code translate=""no"" dir=""ltr"">customers/{customer_id}/feedItems/{feed_id}~{feed_item_id}</code></td>",True,feed_item.resource_name,False,True,None,False,N/A
ATTRIBUTE,MESSAGE,<td>List of non-overlapping schedules specifying all time intervals for which the feed item may serve. There can be a maximum of 6 schedules per day.</td>,False,extension_feed_item.ad_schedules,True,True,None,False,google.ads.googleads.v15.common.AdScheduleInfo
ATTRIBUTE,STRING,<td>The Advertiser/brand name. Maximum display width is 25. Required.</td>,True,ad_group_ad.ad.discovery_multi_asset_ad.business_name,False,True,None,True,N/A
ATTRIBUTE,RESOURCE_NAME,<td>Output only. The resource names of labels attached to this campaign.</td>,True,campaign.labels,True,True,None,False,N/A
ATTRIBUTE,DATE,"<td>Start time in which this feed item is effective and can begin serving. The time is in the customer's time zone. The format is ""YYYY-MM-DD HH:MM:SS"". Examples: ""2018-03-05 09:15:00"" or ""2018-02-01 14:34:30""</td>",True,feed_item.start_date_time,False,True,None,True,N/A
ATTRIBUTE,"ENABLED,REMOVED,UNKNOWN,UNSPECIFIED",<td>Output only. Status of the feed item. This field is read-only.</td>,True,feed_item.status,False,True,None,True,google.ads.googleads.v15.enums.FeedItemStatusEnum.FeedItemStatus
ATTRIBUTE,MESSAGE,"<td>The list of mappings used to substitute custom parameter tags in a <code translate=""no"" dir=""ltr"">tracking_url_template</code>, <code translate=""no"" dir=""ltr"">final_urls</code>, or <code translate=""no"" dir=""ltr"">mobile_final_urls</code>.</td>",False,feed_item.url_custom_parameters,True,True,None,False,google.ads.googleads.v15.common.CustomParameter
ATTRIBUTE,STRING,<td>Line 1 of the business address.</td>,True,extension_feed_item.affiliate_location_feed_item.address_line_1,False,True,None,True,N/A
ATTRIBUTE,STRING,<td>Line 2 of the business address.</td>,True,extension_feed_item.affiliate_location_feed_item.address_line_2,False,True,None,True,N/A
ATTRIBUTE,STRING,<td>Output only. The final URL that clicks are directed to.</td>,True,expanded_landing_page_view.expanded_final_url,False,True,None,True,N/A
ATTRIBUTE,BOOLEAN,<td>Output only. True if query is added to targeted keywords. This field is read-only.</td>,False,dynamic_search_ads_search_term_view.has_matching_keyword,False,True,None,False,N/A
ATTRIBUTE,STRING,"<td>Output only. The display name is URL name for websites, YouTube video name for YouTube videos, and translated mobile app name for mobile apps.</td>",True,detail_placement_view.display_name,False,True,None,True,N/A
ATTRIBUTE,STRING,<td>Call to action text.</td>,True,ad_group_ad.ad.discovery_multi_asset_ad.call_to_action_text,False,True,None,True,N/A
ATTRIBUTE,"UNKNOWN,UNSPECIFIED,VEHICLES",<td>Immutable. Listing type of ads served for this campaign. Field is restricted for usage with Performance Max campaigns.</td>,True,campaign.listing_type,False,True,None,True,google.ads.googleads.v15.enums.ListingTypeEnum.ListingType
ATTRIBUTE,STRING,<td>The name of the business.</td>,True,extension_feed_item.affiliate_location_feed_item.business_name,False,True,None,True,N/A
